gender,age,marital_status,highest_qualification,nationality,ethnicity,State,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,64,Married,No Qualification,USA,White,Chicago,"$10,400 to $15,600",London,Yes,15,7,Hand-Rolled
Male,51,Married,Other/Sub Degree,USA,Asian,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Female,19,Single,A Levels,USA,Mixed,Missouri,"$10,400 to $15,600",London,No,NA,NA,
Female,18,Single,A Levels,USA,Black,Newyork,Refused,London,No,NA,NA,
Male,31,Married,Degree,USA,White,Chicago,"Above $36,400",London,Yes,10,5,Both/Mainly Packets
Female,24,Single,ONC/BTEC,USA,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Male,18,Single,No Qualification,Other,Chinese,Missouri,"Under $2,600",London,Yes,20,10,Packets
Male,22,Single,Degree,Other,Asian,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,26,Single,Other/Sub Degree,Other,Black,Chicago,"$10,400 to $15,600",London,No,NA,NA,
Female,33,Single,Degree,USA,Black,Ohio,"$2,600 to $5,200",London,No,NA,NA,
Male,17,Single,GCSE/CSE,USA,Asian,Missouri,"Under $2,600",London,Yes,20,10,Packets
Male,37,Single,ONC/BTEC,USA,Black,Newyork,"$10,400 to $15,600",London,Yes,20,10,Packets
Male,60,Married,No Qualification,USA,Chinese,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Male,80,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Male,68,Married,ONC/BTEC,USA,White,Missouri,"$10,400 to $15,600",South East,Yes,7,7,Packets
Female,65,Married,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Male,42,Married,No Qualification,USA,Chinese,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Female,48,Married,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",South East,No,NA,NA,
Male,46,Married,A Levels,Scottish,White,Missouri,"Above $36,400",South East,No,NA,NA,
Male,44,Married,ONC/BTEC,USA,White,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Female,29,Married,A Levels,USA,White,Chicago,"$10,400 to $15,600",South East,Yes,10,5,Packets
Male,38,Married,Higher/Sub Degree,USA,White,Ohio,"$15,600 to $20,800",South East,No,NA,NA,
Female,52,Married,No Qualification,Irish,White,Missouri,Refused,South East,No,NA,NA,
Male,48,Divorced,Degree,USA,White,Newyork,"Above $36,400",South East,No,NA,NA,
Male,65,Married,GCSE/CSE,USA,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Male,27,Single,Degree,USA,White,Ohio,"$10,400 to $15,600",South East,No,NA,NA,
Female,37,Married,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,42,Married,GCSE/O Level,USA,White,Newyork,"Under $2,600",South East,No,NA,NA,
Male,53,Single,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Female,66,Widowed,No Qualification,USA,White,Ohio,Refused,South East,Yes,20,20,Packets
Female,20,Single,ONC/BTEC,USA,White,Missouri,"$15,600 to $20,800",South East,No,NA,NA,
Female,62,Married,No Qualification,Refused,Refused,Newyork,Refused,South East,No,NA,NA,
Male,18,Single,Other/Sub Degree,USA,White,Chicago,"$2,600 to $5,200",South East,No,NA,NA,
Male,69,Married,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Male,63,Divorced,ONC/BTEC,USA,White,Missouri,"Above $36,400",South East,Yes,2,1,Packets
Male,41,Married,Degree,USA,Chinese,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Male,74,Married,Higher/Sub Degree,USA,White,Chicago,"Above $36,400",South East,No,NA,NA,
Female,20,Single,Other/Sub Degree,Other,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Female,18,Single,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Male,28,Single,GCSE/O Level,USA,Black,Newyork,"$5,200 to $10,400",South East,Yes,10,10,Hand-Rolled
Male,49,Married,Degree,USA,Chinese,Chicago,"Above $36,400",South East,No,NA,NA,
Male,64,Married,Higher/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Female,69,Widowed,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Female,33,Separated,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,22,Single,GCSE/CSE,USA,White,Chicago,"$10,400 to $15,600",South East,Yes,15,7,Packets
Female,63,Married,No Qualification,USA,White,Ohio,"$10,400 to $15,600",South East,No,NA,NA,
Female,93,Widowed,No Qualification,Welsh,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,65,Married,No Qualification,USA,White,Newyork,"Under $2,600",South East,No,NA,NA,
Female,33,Married,GCSE/O Level,USA,White,Chicago,"$10,400 to $15,600",South East,Yes,20,10,Packets
Female,38,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Female,29,Single,GCSE/O Level,USA,White,Missouri,"Under $2,600",South East,Yes,10,10,Packets
Male,59,Married,A Levels,USA,White,Newyork,"Above $36,400",South East,No,NA,NA,
Male,37,Single,Degree,USA,Mixed,Chicago,"Above $36,400",South East,No,NA,NA,
Male,51,Single,No Qualification,USA,White,Ohio,"$20,800 to $28,600",South East,Yes,20,20,Packets
Female,33,Married,GCSE/O Level,USA,White,Missouri,Refused,South East,No,NA,NA,
Female,80,Single,Higher/Sub Degree,USA,White,Newyork,"$2,600 to $5,200",South East,No,NA,NA,
Male,49,Married,A Levels,USA,White,Chicago,"$15,600 to $20,800",South East,No,NA,NA,
Female,38,Married,Degree,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Male,45,Single,GCSE/O Level,USA,White,Missouri,"Above $36,400",South East,Yes,10,20,Packets
Female,58,Married,Higher/Sub Degree,Scottish,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Female,63,Married,Degree,USA,White,Chicago,"$2,600 to $5,200",South East,No,NA,NA,
Female,69,Married,Other/Sub Degree,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Male,86,Widowed,Other/Sub Degree,USA,White,Missouri,"$20,800 to $28,600",South East,No,NA,NA,
Female,66,Widowed,Higher/Sub Degree,USA,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Male,61,Married,No Qualification,USA,Unknown,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Female,62,Separated,Higher/Sub Degree,USA,White,Ohio,"$15,600 to $20,800",South East,No,NA,NA,
Female,89,Widowed,No Qualification,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,72,Widowed,Degree,USA,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Male,64,Married,Other/Sub Degree,USA,White,Chicago,"Above $36,400",South East,No,NA,NA,
Female,58,Married,A Levels,USA,White,Ohio,"$28,600 to $36,400",South East,No,NA,NA,
Female,80,Widowed,No Qualification,USA,White,Missouri,"$10,400 to $15,600",South East,No,NA,NA,
Female,61,Married,Higher/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,34,Married,Higher/Sub Degree,Irish,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Female,36,Married,GCSE/O Level,USA,White,Ohio,"Under $2,600",South East,Yes,5,3,Packets
Female,34,Divorced,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",South East,Yes,20,10,Packets
Female,40,Single,A Levels,USA,White,Newyork,"Above $36,400",South East,No,NA,NA,
Male,53,Single,No Qualification,USA,White,Chicago,"$20,800 to $28,600",South East,No,NA,NA,
Female,31,Single,Degree,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Female,86,Separated,No Qualification,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,46,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,Yes,20,20,Packets
Male,34,Single,GCSE/O Level,Scottish,White,Chicago,"$15,600 to $20,800",South East,No,NA,NA,
Female,44,Single,Degree,USA,White,Ohio,"$28,600 to $36,400",South East,No,NA,NA,
Female,69,Widowed,A Levels,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Female,56,Widowed,No Qualification,USA,White,Newyork,"$15,600 to $20,800",South East,No,NA,NA,
Male,79,Single,No Qualification,USA,White,Chicago,"$2,600 to $5,200",South East,No,NA,NA,
Female,41,Separated,GCSE/CSE,USA,White,Ohio,"$5,200 to $10,400",South East,Yes,30,15,Packets
Male,34,Divorced,ONC/BTEC,USA,White,Missouri,"Above $36,400",South East,Yes,30,15,Packets
Male,47,Single,GCSE/CSE,USA,White,Newyork,"$2,600 to $5,200",South East,Yes,40,40,Packets
Male,46,Married,No Qualification,USA,White,Chicago,"$15,600 to $20,800",South East,No,NA,NA,
Female,30,Single,No Qualification,USA,White,Ohio,"$10,400 to $15,600",South East,No,NA,NA,
Female,19,Single,A Levels,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Male,45,Married,Degree,Welsh,White,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Female,24,Single,Higher/Sub Degree,Other,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Male,42,Married,GCSE/O Level,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Male,32,Married,Other/Sub Degree,USA,White,Missouri,"$15,600 to $20,800",South East,No,NA,NA,
Male,32,Single,GCSE/CSE,USA,White,Newyork,"$10,400 to $15,600",South East,Yes,20,20,Packets
Female,28,Single,A Levels,USA,White,Chicago,"Under $2,600",South East,Yes,5,5,Packets
Female,78,Widowed,No Qualification,USA,White,Ohio,"$10,400 to $15,600",South East,No,NA,NA,
Male,42,Divorced,GCSE/O Level,USA,White,Missouri,"$15,600 to $20,800",South East,Yes,20,20,Hand-Rolled
Female,27,Married,Degree,USA,White,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Female,57,Married,Other/Sub Degree,USA,White,Chicago,Refused,South East,No,NA,NA,
Female,24,Single,Degree,Refused,Refused,Ohio,Refused,South East,No,NA,NA,
Female,71,Married,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Male,51,Married,GCSE/O Level,USA,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Male,66,Widowed,No Qualification,USA,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Female,73,Separated,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Male,18,Single,No Qualification,Refused,Refused,Missouri,Refused,South East,Yes,10,10,Packets
Male,50,Divorced,A Levels,USA,White,Newyork,"$20,800 to $28,600",South East,Yes,10,5,Packets
Female,79,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South East,Yes,5,5,Packets
Female,22,Single,GCSE/O Level,USA,White,Ohio,"Under $2,600",South East,Yes,10,5,Packets
Male,45,Divorced,No Qualification,USA,White,Missouri,"$10,400 to $15,600",South East,No,NA,NA,
Female,53,Married,No Qualification,USA,White,Newyork,Refused,South East,No,NA,NA,
Male,77,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",South East,Yes,15,15,Packets
Female,64,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Male,39,Married,A Levels,USA,White,Missouri,"Under $2,600",South East,No,NA,NA,
Male,54,Widowed,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,Yes,10,20,Both/Mainly Packets
Male,17,Single,GCSE/CSE,USA,White,Chicago,Refused,South East,No,NA,NA,
Male,78,Married,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Male,50,Single,Degree,USA,White,Missouri,"$20,800 to $28,600",South East,Yes,12,6,Packets
Male,41,Married,Higher/Sub Degree,USA,White,Newyork,"Above $36,400",South East,No,NA,NA,
Female,48,Divorced,No Qualification,Irish,Mixed,Chicago,"$2,600 to $5,200",South East,Yes,40,20,Packets
Male,25,Married,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",South East,No,NA,NA,
Male,18,Married,ONC/BTEC,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,58,Married,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",South East,No,NA,NA,
Female,79,Widowed,Higher/Sub Degree,USA,White,Chicago,"$20,800 to $28,600",South East,No,NA,NA,
Male,62,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South East,Yes,10,10,Hand-Rolled
Female,36,Married,GCSE/CSE,USA,White,Missouri,"Under $2,600",South East,No,NA,NA,
Female,38,Divorced,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Male,19,Single,Other/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Female,45,Separated,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Male,54,Married,Degree,USA,White,Missouri,"Above $36,400",South East,No,NA,NA,
Female,69,Widowed,GCSE/O Level,Scottish,White,Newyork,"$15,600 to $20,800",South East,No,NA,NA,
Female,65,Widowed,Higher/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Male,31,Married,GCSE/CSE,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Female,31,Married,Degree,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,46,Single,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South East,Yes,20,20,Packets
Male,37,Single,ONC/BTEC,Other,White,Chicago,"$20,800 to $28,600",South East,No,NA,NA,
Female,72,Married,No Qualification,USA,White,Ohio,Unknown,South East,No,NA,NA,
Male,59,Married,GCSE/O Level,USA,White,Missouri,"$20,800 to $28,600",South East,No,NA,NA,
Female,82,Widowed,GCSE/O Level,USA,White,Newyork,Refused,South East,No,NA,NA,
Male,81,Widowed,Degree,USA,White,Chicago,"$28,600 to $36,400",South East,No,NA,NA,
Female,65,Widowed,GCSE/O Level,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Female,48,Divorced,No Qualification,USA,White,Missouri,"$15,600 to $20,800",South East,Yes,5,5,Hand-Rolled
Male,49,Divorced,ONC/BTEC,USA,White,Newyork,"Above $36,400",South East,Yes,15,10,Packets
Male,35,Single,GCSE/O Level,USA,White,Chicago,"$2,600 to $5,200",South East,Yes,60,40,Packets
Female,73,Married,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Female,80,Divorced,No Qualification,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Male,55,Married,ONC/BTEC,USA,White,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Male,78,Widowed,No Qualification,USA,White,Chicago,Refused,South East,No,NA,NA,
Female,45,Single,GCSE/O Level,USA,White,Ohio,Refused,South East,Yes,20,20,Packets
Male,39,Married,A Levels,USA,White,Missouri,"$20,800 to $28,600",South East,Yes,20,10,Packets
Male,75,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Male,65,Married,Other/Sub Degree,USA,Chinese,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Male,79,Divorced,No Qualification,Refused,Refused,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Male,75,Married,GCSE/O Level,USA,Chinese,Missouri,"$20,800 to $28,600",South East,No,NA,NA,
Female,69,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,57,Single,No Qualification,USA,White,Chicago,"$15,600 to $20,800",South East,No,NA,NA,
Female,29,Single,Degree,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Male,54,Married,No Qualification,USA,White,Missouri,"$20,800 to $28,600",South East,Yes,30,30,Packets
Male,29,Married,Degree,USA,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Male,42,Divorced,No Qualification,USA,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Male,28,Single,Degree,USA,White,Ohio,"$15,600 to $20,800",South East,Yes,5,5,Hand-Rolled
Female,65,Widowed,No Qualification,USA,White,Missouri,"$15,600 to $20,800",South East,No,NA,NA,
Male,37,Married,Degree,USA,White,Newyork,"Above $36,400",South East,Yes,0,4,Packets
Female,35,Single,Degree,USA,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Female,33,Single,Degree,USA,Mixed,Ohio,"$15,600 to $20,800",South East,Yes,10,6,Both/Mainly Packets
Male,52,Married,Degree,Other,White,Missouri,"$5,200 to $10,400",South East,Yes,40,40,Packets
Male,57,Single,Higher/Sub Degree,USA,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Female,31,Single,Degree,USA,White,Chicago,"$15,600 to $20,800",South East,No,NA,NA,
Male,73,Married,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Male,43,Married,Degree,USA,White,Missouri,"Above $36,400",South East,No,NA,NA,
Male,38,Single,Degree,USA,Black,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Female,43,Married,No Qualification,USA,White,Chicago,"Above $36,400",South East,Yes,12,12,Packets
Female,55,Married,Higher/Sub Degree,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Male,59,Married,Degree,USA,White,Missouri,"Above $36,400",South East,No,NA,NA,
Female,33,Married,Degree,USA,White,Newyork,"$20,800 to $28,600",South East,No,NA,NA,
Female,41,Married,GCSE/O Level,USA,White,Chicago,"$5,200 to $10,400",South East,Yes,20,20,Packets
Female,46,Married,GCSE/CSE,USA,White,Ohio,"$5,200 to $10,400",South East,Yes,20,20,Packets
Male,57,Married,Degree,USA,White,Missouri,"Above $36,400",South East,Yes,35,35,Packets
Male,40,Single,A Levels,USA,White,Newyork,"$15,600 to $20,800",South East,No,NA,NA,
Male,57,Married,GCSE/O Level,USA,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Female,39,Married,GCSE/O Level,USA,White,Ohio,"$10,400 to $15,600",South East,Yes,10,7,Packets
Male,67,Married,Other/Sub Degree,USA,White,Missouri,"$5,200 to $10,400",South East,Yes,5,5,Hand-Rolled
Female,46,Single,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South East,No,NA,NA,
Male,39,Married,Higher/Sub Degree,USA,White,Chicago,"$28,600 to $36,400",South East,No,NA,NA,
Female,55,Married,GCSE/O Level,USA,White,Ohio,Refused,South East,No,NA,NA,
Male,50,Married,Other/Sub Degree,USA,White,Missouri,"$15,600 to $20,800",South East,Yes,15,10,Hand-Rolled
Female,70,Widowed,ONC/BTEC,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,44,Married,Higher/Sub Degree,Other,White,Chicago,"Under $2,600",South East,No,NA,NA,
Female,33,Married,ONC/BTEC,USA,White,Ohio,"Under $2,600",South East,No,NA,NA,
Male,69,Divorced,Other/Sub Degree,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Female,70,Married,No Qualification,USA,White,Newyork,"Under $2,600",South East,Yes,10,10,Packets
Female,62,Widowed,No Qualification,USA,White,Chicago,Refused,South East,No,NA,NA,
Female,31,Married,GCSE/O Level,USA,White,Ohio,"Under $2,600",South East,No,NA,NA,
Male,70,Married,Other/Sub Degree,USA,White,Missouri,"$10,400 to $15,600",South East,No,NA,NA,
Male,32,Married,No Qualification,USA,White,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Female,75,Divorced,A Levels,USA,White,Chicago,Refused,South East,No,NA,NA,
Male,47,Married,Higher/Sub Degree,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Male,57,Married,No Qualification,USA,White,Missouri,"$20,800 to $28,600",South East,No,NA,NA,
Male,86,Widowed,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,32,Single,GCSE/O Level,USA,White,Chicago,"$2,600 to $5,200",South East,No,NA,NA,
Male,46,Single,GCSE/O Level,USA,White,Ohio,"$10,400 to $15,600",South East,Yes,15,15,Packets
Male,51,Single,No Qualification,USA,White,Missouri,"Under $2,600",South East,Yes,10,10,Packets
Female,69,Married,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",South East,No,NA,NA,
Female,73,Married,GCSE/O Level,USA,White,Chicago,"$2,600 to $5,200",South East,No,NA,NA,
Female,32,Single,Higher/Sub Degree,USA,White,Ohio,"$15,600 to $20,800",South East,Yes,20,20,Packets
Female,75,Married,GCSE/O Level,USA,White,Missouri,Unknown,South East,No,NA,NA,
Female,54,Widowed,GCSE/CSE,USA,White,Newyork,"$20,800 to $28,600",South East,Yes,25,25,Packets
Female,51,Married,Higher/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",South East,No,NA,NA,
Female,35,Married,Degree,USA,White,Ohio,"$10,400 to $15,600",South East,No,NA,NA,
Male,38,Married,Degree,USA,White,Missouri,"Above $36,400",South East,No,NA,NA,
Female,72,Married,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,66,Married,A Levels,USA,White,Chicago,Refused,South East,No,NA,NA,
Female,59,Married,GCSE/CSE,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Male,70,Married,Degree,USA,White,Missouri,"$20,800 to $28,600",South East,No,NA,NA,
Male,44,Single,GCSE/CSE,USA,White,Newyork,Refused,South East,No,NA,NA,
Female,67,Married,GCSE/CSE,USA,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Male,35,Married,GCSE/O Level,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Female,33,Married,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Male,17,Single,GCSE/CSE,USA,White,Newyork,"$2,600 to $5,200",South East,No,NA,NA,
Female,45,Married,GCSE/O Level,USA,White,Chicago,"Under $2,600",South East,No,NA,NA,
Female,57,Married,GCSE/O Level,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Female,18,Single,A Levels,USA,White,Missouri,"Under $2,600",South East,No,NA,NA,
Male,68,Separated,A Levels,USA,White,Newyork,"$15,600 to $20,800",South East,No,NA,NA,
Female,27,Single,Higher/Sub Degree,Other,White,Chicago,"$15,600 to $20,800",South East,Yes,12,15,Hand-Rolled
Female,40,Married,GCSE/CSE,USA,White,Ohio,"Under $2,600",South East,Yes,30,18,Packets
Male,77,Single,GCSE/CSE,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Female,77,Married,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",South East,No,NA,NA,
Male,75,Married,ONC/BTEC,USA,White,Chicago,"Above $36,400",South East,No,NA,NA,
Male,39,Married,ONC/BTEC,USA,White,Ohio,"$15,600 to $20,800",South East,Yes,15,15,Packets
Female,21,Single,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,59,Divorced,Degree,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Male,27,Single,GCSE/CSE,USA,White,Chicago,"$20,800 to $28,600",South East,No,NA,NA,
Female,67,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South East,No,NA,NA,
Female,50,Single,Higher/Sub Degree,USA,White,Missouri,"$20,800 to $28,600",South East,No,NA,NA,
Female,64,Divorced,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,79,Widowed,No Qualification,USA,Chinese,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Male,31,Single,GCSE/O Level,USA,White,Ohio,"$10,400 to $15,600",South East,Yes,10,20,Both/Mainly Packets
Female,19,Single,A Levels,USA,Chinese,Missouri,"$10,400 to $15,600",South East,No,NA,NA,
Male,42,Married,Degree,USA,White,Newyork,"$28,600 to $36,400",South East,No,NA,NA,
Male,36,Married,GCSE/CSE,USA,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Male,36,Married,GCSE/CSE,USA,White,Ohio,"$20,800 to $28,600",South East,No,NA,NA,
Female,64,Widowed,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,53,Single,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,39,Married,GCSE/CSE,Irish,White,Chicago,"$15,600 to $20,800",South East,Yes,20,20,Packets
Female,39,Married,Degree,USA,White,Ohio,"$28,600 to $36,400",South East,No,NA,NA,
Female,28,Married,Degree,USA,White,Missouri,"$5,200 to $10,400",South East,Yes,7,7,Packets
Male,81,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South East,No,NA,NA,
Female,79,Married,No Qualification,USA,White,Chicago,"Under $2,600",South East,No,NA,NA,
Female,72,Married,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Female,18,Single,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,Yes,25,25,Both/Mainly Hand-Rolled
Female,76,Married,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South East,No,NA,NA,
Female,68,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South East,Yes,8,8,Packets
Female,28,Single,GCSE/CSE,USA,White,Ohio,"$10,400 to $15,600",South East,Yes,20,15,Packets
Female,42,Divorced,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South East,No,NA,NA,
Female,26,Single,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",South East,Yes,15,15,Both/Mainly Packets
Female,19,Single,No Qualification,Welsh,White,Chicago,"$2,600 to $5,200",South East,Yes,5,5,Packets
Female,41,Divorced,Other/Sub Degree,Welsh,White,Ohio,"$5,200 to $10,400",South East,Yes,30,30,Packets
Female,82,Widowed,No Qualification,USA,White,Missouri,"$5,200 to $10,400",South East,No,NA,NA,
Male,36,Married,Degree,USA,Asian,Newyork,"$15,600 to $20,800",South East,No,NA,NA,
Male,47,Single,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South East,Yes,25,25,Both/Mainly Hand-Rolled
Male,77,Widowed,Other/Sub Degree,Scottish,White,Ohio,"$5,200 to $10,400",South East,No,NA,NA,
Female,66,Divorced,No Qualification,USA,White,Missouri,"Under $2,600",South East,No,NA,NA,
Male,50,Divorced,Other/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",South East,Yes,15,15,Hand-Rolled
Female,55,Divorced,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South East,No,NA,NA,
Female,36,Married,A Levels,USA,White,Ohio,"Under $2,600",South West,Yes,10,0,Packets
Male,79,Married,No Qualification,Irish,White,Missouri,Unknown,South West,No,NA,NA,
Female,67,Married,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,42,Single,A Levels,USA,White,Chicago,Refused,South West,No,NA,NA,
Female,76,Married,No Qualification,USA,White,Ohio,"Under $2,600",South West,No,NA,NA,
Female,44,Married,Other/Sub Degree,USA,White,Missouri,"$15,600 to $20,800",South West,No,NA,NA,
Female,75,Married,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,24,Married,Other/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",South West,No,NA,NA,
Male,78,Married,Other/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",South West,No,NA,NA,
Female,38,Married,ONC/BTEC,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,22,Single,Other/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Female,62,Married,Other/Sub Degree,USA,White,Chicago,"$2,600 to $5,200",South West,No,NA,NA,
Female,40,Divorced,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South West,Yes,10,5,Packets
Male,35,Married,Degree,USA,White,Missouri,"$20,800 to $28,600",South West,No,NA,NA,
